"No.","Time","Source","Destination","Protocol","Length","Info"
"210","69.050562266","10.0.2.15","192.168.56.1","TCP","54","2906  >  8000 [SYN] Seq=0 Win=512 Len=0"
"211","69.051700657","192.168.56.1","10.0.2.15","TCP","60","8000  >  2906 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"212","69.051749567","10.0.2.15","192.168.56.1","TCP","54","2906  >  8000 [RST] Seq=1 Win=0 Len=0"
"213","70.051260352","10.0.2.15","192.168.56.1","TCP","54","2907  >  8000 [SYN] Seq=0 Win=512 Len=0"
"214","70.052743527","192.168.56.1","10.0.2.15","TCP","60","8000  >  2907 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"215","70.052882268","10.0.2.15","192.168.56.1","TCP","54","2907  >  8000 [RST] Seq=1 Win=0 Len=0"
"216","71.051814352","10.0.2.15","192.168.56.1","TCP","54","2908  >  8000 [SYN] Seq=0 Win=512 Len=0"
"217","71.053326685","192.168.56.1","10.0.2.15","TCP","60","8000  >  2908 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"218","71.053392385","10.0.2.15","192.168.56.1","TCP","54","2908  >  8000 [RST] Seq=1 Win=0 Len=0"
"219","72.052425666","10.0.2.15","192.168.56.1","TCP","54","2909  >  8000 [SYN] Seq=0 Win=512 Len=0"
"220","72.054125983","192.168.56.1","10.0.2.15","TCP","60","8000  >  2909 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"221","72.054196075","10.0.2.15","192.168.56.1","TCP","54","2909  >  8000 [RST] Seq=1 Win=0 Len=0"
"222","73.053603756","10.0.2.15","192.168.56.1","TCP","54","2910  >  8000 [SYN] Seq=0 Win=512 Len=0"
"223","73.055209784","192.168.56.1","10.0.2.15","TCP","60","8000  >  2910 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"224","73.055273205","10.0.2.15","192.168.56.1","TCP","54","2910  >  8000 [RST] Seq=1 Win=0 Len=0"
"225","74.054564098","10.0.2.15","192.168.56.1","TCP","54","2911  >  8000 [SYN] Seq=0 Win=512 Len=0"
"226","74.056032573","192.168.56.1","10.0.2.15","TCP","60","8000  >  2911 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"227","74.056084174","10.0.2.15","192.168.56.1","TCP","54","2911  >  8000 [RST] Seq=1 Win=0 Len=0"
"228","75.055545765","10.0.2.15","192.168.56.1","TCP","54","2912  >  8000 [SYN] Seq=0 Win=512 Len=0"
"229","75.056889470","192.168.56.1","10.0.2.15","TCP","60","8000  >  2912 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"230","75.056938992","10.0.2.15","192.168.56.1","TCP","54","2912  >  8000 [RST] Seq=1 Win=0 Len=0"
"231","76.056072015","10.0.2.15","192.168.56.1","TCP","54","2913  >  8000 [SYN] Seq=0 Win=512 Len=0"
"232","76.057020108","192.168.56.1","10.0.2.15","TCP","60","8000  >  2913 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"233","76.057063812","10.0.2.15","192.168.56.1","TCP","54","2913  >  8000 [RST] Seq=1 Win=0 Len=0"
"234","77.056841206","10.0.2.15","192.168.56.1","TCP","54","2914  >  8000 [SYN] Seq=0 Win=512 Len=0"
"235","77.058195373","192.168.56.1","10.0.2.15","TCP","60","8000  >  2914 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"236","77.058241542","10.0.2.15","192.168.56.1","TCP","54","2914  >  8000 [RST] Seq=1 Win=0 Len=0"
"237","78.057353996","10.0.2.15","192.168.56.1","TCP","54","2915  >  8000 [SYN] Seq=0 Win=512 Len=0"
"238","78.058412476","192.168.56.1","10.0.2.15","TCP","60","8000  >  2915 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"239","78.058453911","10.0.2.15","192.168.56.1","TCP","54","2915  >  8000 [RST] Seq=1 Win=0 Len=0"
"240","79.057845878","10.0.2.15","192.168.56.1","TCP","54","2916  >  8000 [SYN] Seq=0 Win=512 Len=0"
"241","79.058706874","192.168.56.1","10.0.2.15","TCP","60","8000  >  2916 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"242","79.058798603","10.0.2.15","192.168.56.1","TCP","54","2916  >  8000 [RST] Seq=1 Win=0 Len=0"
"243","80.058280288","10.0.2.15","192.168.56.1","TCP","54","2917  >  8000 [SYN] Seq=0 Win=512 Len=0"
"244","80.059685472","192.168.56.1","10.0.2.15","TCP","60","8000  >  2917 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"245","80.059750716","10.0.2.15","192.168.56.1","TCP","54","2917  >  8000 [RST] Seq=1 Win=0 Len=0"
"246","80.563545753","34.107.243.93","10.0.2.15","TLSv1.2","78","Application Data"
"247","80.563768542","10.0.2.15","34.107.243.93","TLSv1.2","82","Application Data"
"248","80.564062718","34.107.243.93","10.0.2.15","TCP","60","443  >  49360 [ACK] Seq=25 Ack=29 Win=65535 Len=0"
"249","81.058756453","10.0.2.15","192.168.56.1","TCP","54","2918  >  8000 [SYN] Seq=0 Win=512 Len=0"
"250","81.059560781","192.168.56.1","10.0.2.15","TCP","60","8000  >  2918 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"251","81.059591385","10.0.2.15","192.168.56.1","TCP","54","2918  >  8000 [RST] Seq=1 Win=0 Len=0"
"252","82.059386218","10.0.2.15","192.168.56.1","TCP","54","2919  >  8000 [SYN] Seq=0 Win=512 Len=0"
"253","82.060790658","192.168.56.1","10.0.2.15","TCP","60","8000  >  2919 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"254","82.060849053","10.0.2.15","192.168.56.1","TCP","54","2919  >  8000 [RST] Seq=1 Win=0 Len=0"
"255","83.059901644","10.0.2.15","192.168.56.1","TCP","54","2920  >  8000 [SYN] Seq=0 Win=512 Len=0"
"256","83.061596662","192.168.56.1","10.0.2.15","TCP","60","8000  >  2920 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"257","83.061665509","10.0.2.15","192.168.56.1","TCP","54","2920  >  8000 [RST] Seq=1 Win=0 Len=0"
"258","84.060431394","10.0.2.15","192.168.56.1","TCP","54","2921  >  8000 [SYN] Seq=0 Win=512 Len=0"
"259","84.061254123","192.168.56.1","10.0.2.15","TCP","60","8000  >  2921 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"260","84.061289221","10.0.2.15","192.168.56.1","TCP","54","2921  >  8000 [RST] Seq=1 Win=0 Len=0"
"261","85.061062667","10.0.2.15","192.168.56.1","TCP","54","2922  >  8000 [SYN] Seq=0 Win=512 Len=0"
"262","85.062605937","192.168.56.1","10.0.2.15","TCP","60","8000  >  2922 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"263","85.062670674","10.0.2.15","192.168.56.1","TCP","54","2922  >  8000 [RST] Seq=1 Win=0 Len=0"
"264","86.061906158","10.0.2.15","192.168.56.1","TCP","54","2923  >  8000 [SYN] Seq=0 Win=512 Len=0"
"265","86.062591588","192.168.56.1","10.0.2.15","TCP","60","8000  >  2923 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"266","86.062640833","10.0.2.15","192.168.56.1","TCP","54","2923  >  8000 [RST] Seq=1 Win=0 Len=0"
"267","87.062162533","10.0.2.15","192.168.56.1","TCP","54","2924  >  8000 [SYN] Seq=0 Win=512 Len=0"
"268","87.062854883","192.168.56.1","10.0.2.15","TCP","60","8000  >  2924 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"269","87.062881769","10.0.2.15","192.168.56.1","TCP","54","2924  >  8000 [RST] Seq=1 Win=0 Len=0"
"270","88.062608780","10.0.2.15","192.168.56.1","TCP","54","2925  >  8000 [SYN] Seq=0 Win=512 Len=0"
"271","88.064060224","192.168.56.1","10.0.2.15","TCP","60","8000  >  2925 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"272","88.064122081","10.0.2.15","192.168.56.1","TCP","54","2925  >  8000 [RST] Seq=1 Win=0 Len=0"
"273","89.063353206","10.0.2.15","192.168.56.1","TCP","54","2926  >  8000 [SYN] Seq=0 Win=512 Len=0"
"274","89.064649302","192.168.56.1","10.0.2.15","TCP","60","8000  >  2926 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"275","89.064706590","10.0.2.15","192.168.56.1","TCP","54","2926  >  8000 [RST] Seq=1 Win=0 Len=0"
"276","90.064186502","10.0.2.15","192.168.56.1","TCP","54","2927  >  8000 [SYN] Seq=0 Win=512 Len=0"
"277","90.065524280","192.168.56.1","10.0.2.15","TCP","60","8000  >  2927 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"278","90.065578129","10.0.2.15","192.168.56.1","TCP","54","2927  >  8000 [RST] Seq=1 Win=0 Len=0"
"279","91.067567548","10.0.2.15","192.168.56.1","TCP","54","2928  >  8000 [SYN] Seq=0 Win=512 Len=0"
"280","91.068141472","192.168.56.1","10.0.2.15","TCP","60","8000  >  2928 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"281","91.068167321","10.0.2.15","192.168.56.1","TCP","54","2928  >  8000 [RST] Seq=1 Win=0 Len=0"
"282","92.067875558","10.0.2.15","192.168.56.1","TCP","54","2929  >  8000 [SYN] Seq=0 Win=512 Len=0"
"283","92.069207584","192.168.56.1","10.0.2.15","TCP","60","8000  >  2929 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"284","92.069259927","10.0.2.15","192.168.56.1","TCP","54","2929  >  8000 [RST] Seq=1 Win=0 Len=0"
"285","93.068639182","10.0.2.15","192.168.56.1","TCP","54","2930  >  8000 [SYN] Seq=0 Win=512 Len=0"
"286","93.070105161","192.168.56.1","10.0.2.15","TCP","60","8000  >  2930 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"287","93.070171372","10.0.2.15","192.168.56.1","TCP","54","2930  >  8000 [RST] Seq=1 Win=0 Len=0"
"288","94.069314185","10.0.2.15","192.168.56.1","TCP","54","2931  >  8000 [SYN] Seq=0 Win=512 Len=0"
"289","94.071296321","192.168.56.1","10.0.2.15","TCP","60","8000  >  2931 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"290","94.071371354","10.0.2.15","192.168.56.1","TCP","54","2931  >  8000 [RST] Seq=1 Win=0 Len=0"
"291","95.070125231","10.0.2.15","192.168.56.1","TCP","54","2932  >  8000 [SYN] Seq=0 Win=512 Len=0"
"292","95.070848446","192.168.56.1","10.0.2.15","TCP","60","8000  >  2932 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"293","95.070883051","10.0.2.15","192.168.56.1","TCP","54","2932  >  8000 [RST] Seq=1 Win=0 Len=0"
"294","96.070970199","10.0.2.15","192.168.56.1","TCP","54","2933  >  8000 [SYN] Seq=0 Win=512 Len=0"
"295","96.072318473","192.168.56.1","10.0.2.15","TCP","60","8000  >  2933 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"296","96.072378740","10.0.2.15","192.168.56.1","TCP","54","2933  >  8000 [RST] Seq=1 Win=0 Len=0"
"297","97.074754052","10.0.2.15","192.168.56.1","TCP","54","2934  >  8000 [SYN] Seq=0 Win=512 Len=0"
"298","97.076498585","192.168.56.1","10.0.2.15","TCP","60","8000  >  2934 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"299","97.076560150","10.0.2.15","192.168.56.1","TCP","54","2934  >  8000 [RST] Seq=1 Win=0 Len=0"
"300","98.076006109","10.0.2.15","192.168.56.1","TCP","54","2935  >  8000 [SYN] Seq=0 Win=512 Len=0"
"301","98.077908273","192.168.56.1","10.0.2.15","TCP","60","8000  >  2935 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"302","98.077988078","10.0.2.15","192.168.56.1","TCP","54","2935  >  8000 [RST] Seq=1 Win=0 Len=0"
"303","99.083755682","10.0.2.15","192.168.56.1","TCP","54","2936  >  8000 [SYN] Seq=0 Win=512 Len=0"
"304","99.085087235","192.168.56.1","10.0.2.15","TCP","60","8000  >  2936 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"305","99.085141164","10.0.2.15","192.168.56.1","TCP","54","2936  >  8000 [RST] Seq=1 Win=0 Len=0"
"306","100.084290332","10.0.2.15","192.168.56.1","TCP","54","2937  >  8000 [SYN] Seq=0 Win=512 Len=0"
"307","100.085847600","192.168.56.1","10.0.2.15","TCP","60","8000  >  2937 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"308","100.085913676","10.0.2.15","192.168.56.1","TCP","54","2937  >  8000 [RST] Seq=1 Win=0 Len=0"
"309","101.085539866","10.0.2.15","192.168.56.1","TCP","54","2938  >  8000 [SYN] Seq=0 Win=512 Len=0"
"310","101.086932571","192.168.56.1","10.0.2.15","TCP","60","8000  >  2938 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"311","101.086988667","10.0.2.15","192.168.56.1","TCP","54","2938  >  8000 [RST] Seq=1 Win=0 Len=0"
"312","102.086118538","10.0.2.15","192.168.56.1","TCP","54","2939  >  8000 [SYN] Seq=0 Win=512 Len=0"
"313","102.087726278","192.168.56.1","10.0.2.15","TCP","60","8000  >  2939 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"314","102.087787968","10.0.2.15","192.168.56.1","TCP","54","2939  >  8000 [RST] Seq=1 Win=0 Len=0"
"315","103.086579268","10.0.2.15","192.168.56.1","TCP","54","2940  >  8000 [SYN] Seq=0 Win=512 Len=0"
"316","103.087614247","192.168.56.1","10.0.2.15","TCP","60","8000  >  2940 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"317","103.087650209","10.0.2.15","192.168.56.1","TCP","54","2940  >  8000 [RST] Seq=1 Win=0 Len=0"
"318","104.087431819","10.0.2.15","192.168.56.1","TCP","54","2941  >  8000 [SYN] Seq=0 Win=512 Len=0"
"319","104.088216650","192.168.56.1","10.0.2.15","TCP","60","8000  >  2941 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"320","104.088309359","10.0.2.15","192.168.56.1","TCP","54","2941  >  8000 [RST] Seq=1 Win=0 Len=0"
"321","105.087822072","10.0.2.15","192.168.56.1","TCP","54","2942  >  8000 [SYN] Seq=0 Win=512 Len=0"
"322","105.088685606","192.168.56.1","10.0.2.15","TCP","60","8000  >  2942 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"323","105.088728115","10.0.2.15","192.168.56.1","TCP","54","2942  >  8000 [RST] Seq=1 Win=0 Len=0"
"324","106.088344645","10.0.2.15","192.168.56.1","TCP","54","2943  >  8000 [SYN] Seq=0 Win=512 Len=0"
"325","106.091930218","192.168.56.1","10.0.2.15","TCP","60","8000  >  2943 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"326","106.092004799","10.0.2.15","192.168.56.1","TCP","54","2943  >  8000 [RST] Seq=1 Win=0 Len=0"
"327","107.089334118","10.0.2.15","192.168.56.1","TCP","54","2944  >  8000 [SYN] Seq=0 Win=512 Len=0"
"328","107.091456470","192.168.56.1","10.0.2.15","TCP","60","8000  >  2944 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"329","107.091536162","10.0.2.15","192.168.56.1","TCP","54","2944  >  8000 [RST] Seq=1 Win=0 Len=0"
"330","108.090896708","10.0.2.15","192.168.56.1","TCP","54","2945  >  8000 [SYN] Seq=0 Win=512 Len=0"
"331","108.091843061","192.168.56.1","10.0.2.15","TCP","60","8000  >  2945 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"332","108.091886413","10.0.2.15","192.168.56.1","TCP","54","2945  >  8000 [RST] Seq=1 Win=0 Len=0"
"333","109.092160373","10.0.2.15","192.168.56.1","TCP","54","2946  >  8000 [SYN] Seq=0 Win=512 Len=0"
"334","109.093064100","192.168.56.1","10.0.2.15","TCP","60","8000  >  2946 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"335","109.093103808","10.0.2.15","192.168.56.1","TCP","54","2946  >  8000 [RST] Seq=1 Win=0 Len=0"
"336","110.093503805","10.0.2.15","192.168.56.1","TCP","54","2947  >  8000 [SYN] Seq=0 Win=512 Len=0"
"337","110.094890514","192.168.56.1","10.0.2.15","TCP","60","8000  >  2947 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"338","110.094955646","10.0.2.15","192.168.56.1","TCP","54","2947  >  8000 [RST] Seq=1 Win=0 Len=0"
"339","111.094230178","10.0.2.15","192.168.56.1","TCP","54","2948  >  8000 [SYN] Seq=0 Win=512 Len=0"
"340","111.095380538","192.168.56.1","10.0.2.15","TCP","60","8000  >  2948 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"341","111.095426865","10.0.2.15","192.168.56.1","TCP","54","2948  >  8000 [RST] Seq=1 Win=0 Len=0"
"342","112.095003757","10.0.2.15","192.168.56.1","TCP","54","2949  >  8000 [SYN] Seq=0 Win=512 Len=0"
"343","112.096703678","192.168.56.1","10.0.2.15","TCP","60","8000  >  2949 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"344","112.096775894","10.0.2.15","192.168.56.1","TCP","54","2949  >  8000 [RST] Seq=1 Win=0 Len=0"
"345","113.096115941","10.0.2.15","192.168.56.1","TCP","54","2950  >  8000 [SYN] Seq=0 Win=512 Len=0"
"346","113.097598474","192.168.56.1","10.0.2.15","TCP","60","8000  >  2950 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"347","113.097661870","10.0.2.15","192.168.56.1","TCP","54","2950  >  8000 [RST] Seq=1 Win=0 Len=0"
"348","114.097473755","10.0.2.15","192.168.56.1","TCP","54","2951  >  8000 [SYN] Seq=0 Win=512 Len=0"
"349","114.098892972","192.168.56.1","10.0.2.15","TCP","60","8000  >  2951 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"350","114.099008006","10.0.2.15","192.168.56.1","TCP","54","2951  >  8000 [RST] Seq=1 Win=0 Len=0"
"351","115.098346062","10.0.2.15","192.168.56.1","TCP","54","2952  >  8000 [SYN] Seq=0 Win=512 Len=0"
"352","115.099379025","192.168.56.1","10.0.2.15","TCP","60","8000  >  2952 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"353","115.099414797","10.0.2.15","192.168.56.1","TCP","54","2952  >  8000 [RST] Seq=1 Win=0 Len=0"
"354","116.098963320","10.0.2.15","192.168.56.1","TCP","54","2953  >  8000 [SYN] Seq=0 Win=512 Len=0"
"355","116.100566092","192.168.56.1","10.0.2.15","TCP","60","8000  >  2953 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"356","116.100630073","10.0.2.15","192.168.56.1","TCP","54","2953  >  8000 [RST] Seq=1 Win=0 Len=0"
"357","117.099909036","10.0.2.15","192.168.56.1","TCP","54","2954  >  8000 [SYN] Seq=0 Win=512 Len=0"
"358","117.101295087","192.168.56.1","10.0.2.15","TCP","60","8000  >  2954 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"359","117.101350315","10.0.2.15","192.168.56.1","TCP","54","2954  >  8000 [RST] Seq=1 Win=0 Len=0"
"360","118.100649308","10.0.2.15","192.168.56.1","TCP","54","2955  >  8000 [SYN] Seq=0 Win=512 Len=0"
"361","118.102152269","192.168.56.1","10.0.2.15","TCP","60","8000  >  2955 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"362","118.102205465","10.0.2.15","192.168.56.1","TCP","54","2955  >  8000 [RST] Seq=1 Win=0 Len=0"
"363","119.101481341","10.0.2.15","192.168.56.1","TCP","54","2956  >  8000 [SYN] Seq=0 Win=512 Len=0"
"364","119.103195967","192.168.56.1","10.0.2.15","TCP","60","8000  >  2956 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"365","119.103261308","10.0.2.15","192.168.56.1","TCP","54","2956  >  8000 [RST] Seq=1 Win=0 Len=0"
"366","120.102636233","10.0.2.15","192.168.56.1","TCP","54","2957  >  8000 [SYN] Seq=0 Win=512 Len=0"
"367","120.103699472","192.168.56.1","10.0.2.15","TCP","60","8000  >  2957 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"368","120.103740825","10.0.2.15","192.168.56.1","TCP","54","2957  >  8000 [RST] Seq=1 Win=0 Len=0"
"369","121.103999220","10.0.2.15","192.168.56.1","TCP","54","2958  >  8000 [SYN] Seq=0 Win=512 Len=0"
"370","121.105047673","192.168.56.1","10.0.2.15","TCP","60","8000  >  2958 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"371","121.105087179","10.0.2.15","192.168.56.1","TCP","54","2958  >  8000 [RST] Seq=1 Win=0 Len=0"
"372","121.964042730","10.0.2.15","192.168.1.1","DNS","87","Standard query 0xaaee A safebrowsing.googleapis.com"
"373","121.964324731","10.0.2.15","192.168.1.1","DNS","87","Standard query 0x24e0 AAAA safebrowsing.googleapis.com"
"374","121.974050016","192.168.1.1","10.0.2.15","DNS","103","Standard query response 0xaaee A safebrowsing.googleapis.com A 142.250.196.170"
"375","121.975055450","192.168.1.1","10.0.2.15","DNS","115","Standard query response 0x24e0 AAAA safebrowsing.googleapis.com AAAA 2404:6800:4007:82c::200a"
"376","121.976843575","10.0.2.15","142.250.196.170","TCP","74","34112  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=3529088550 TSecr=0 WS=128"
"377","121.996373618","142.250.196.170","10.0.2.15","TCP","60","443  >  34112 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"378","121.996471543","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"379","122.021503917","10.0.2.15","142.250.196.170","TLSv1.3","571","Client Hello (SNI=safebrowsing.googleapis.com)"
"380","122.022528996","142.250.196.170","10.0.2.15","TCP","60","443  >  34112 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"381","122.075670004","142.250.196.170","10.0.2.15","TLSv1.3","2894","Server Hello, Change Cipher Spec"
"382","122.075727929","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=518 Ack=2841 Win=31240 Len=0"
"383","122.076178846","142.250.196.170","10.0.2.15","TLSv1.3","1707","Application Data"
"384","122.076208942","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=518 Ack=4494 Win=31240 Len=0"
"385","122.102899509","10.0.2.15","192.168.1.1","DNS","70","Standard query 0x3eb5 A o.pki.goog"
"386","122.103401843","10.0.2.15","192.168.1.1","DNS","70","Standard query 0xbabf AAAA o.pki.goog"
"387","122.104407351","10.0.2.15","192.168.56.1","TCP","54","2959  >  8000 [SYN] Seq=0 Win=512 Len=0"
"388","122.105283805","192.168.56.1","10.0.2.15","TCP","60","8000  >  2959 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"389","122.105323929","10.0.2.15","192.168.56.1","TCP","54","2959  >  8000 [RST] Seq=1 Win=0 Len=0"
"390","122.113256714","192.168.1.1","10.0.2.15","DNS","121","Standard query response 0x3eb5 A o.pki.goog CNAME pki-goog.l.google.com A 142.250.182.35"
"391","122.113257287","192.168.1.1","10.0.2.15","DNS","133","Standard query response 0xbabf AAAA o.pki.goog CNAME pki-goog.l.google.com AAAA 2404:6800:4007:81c::2003"
"392","122.113974348","10.0.2.15","142.250.182.35","TCP","74","45922  >  80 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=1939651567 TSecr=0 WS=128"
"393","122.141555870","142.250.182.35","10.0.2.15","TCP","60","80  >  45922 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"394","122.141629459","10.0.2.15","142.250.182.35","TCP","54","45922  >  80 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"395","122.142091249","10.0.2.15","142.250.182.35","OCSP","467","Request"
"396","122.142568326","142.250.182.35","10.0.2.15","TCP","60","80  >  45922 [ACK] Seq=1 Ack=414 Win=65535 Len=0"
"397","122.202023136","142.250.182.35","10.0.2.15","OCSP","756","Response"
"398","122.202100929","10.0.2.15","142.250.182.35","TCP","54","45922  >  80 [ACK] Seq=414 Ack=703 Win=31590 Len=0"
"399","122.205442844","10.0.2.15","142.250.196.170","TLSv1.3","118","Change Cipher Spec, Application Data"
"400","122.206045392","142.250.196.170","10.0.2.15","TCP","60","443  >  34112 [ACK] Seq=4494 Ack=582 Win=65535 Len=0"
"401","122.210993880","10.0.2.15","142.250.196.170","TLSv1.3","224","Application Data"
"402","122.211518073","142.250.196.170","10.0.2.15","TCP","60","443  >  34112 [ACK] Seq=4494 Ack=752 Win=65535 Len=0"
"403","122.211800662","10.0.2.15","142.250.196.170","TLSv1.3","664","Application Data"
"404","122.212319316","142.250.196.170","10.0.2.15","TCP","60","443  >  34112 [ACK] Seq=4494 Ack=1362 Win=65535 Len=0"
"405","122.226402705","142.250.196.170","10.0.2.15","TLSv1.3","668","Application Data, Application Data"
"406","122.226464186","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1362 Ack=5108 Win=31240 Len=0"
"407","122.228531308","10.0.2.15","142.250.196.170","TLSv1.3","85","Application Data"
"408","122.229162032","142.250.196.170","10.0.2.15","TCP","60","443  >  34112 [ACK] Seq=5108 Ack=1393 Win=65535 Len=0"
"409","122.238428621","142.250.196.170","10.0.2.15","TLSv1.3","85","Application Data"
"410","122.273621630","142.250.196.170","10.0.2.15","TLSv1.3","5937","Application Data, Application Data, Application Data, Application Data, Application Data"
"411","122.273664818","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=11022 Win=31240 Len=0"
"412","122.274922591","142.250.196.170","10.0.2.15","TLSv1.3","2878","Application Data, Application Data"
"413","122.274985403","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=13846 Win=31240 Len=0"
"414","122.275379226","142.250.196.170","10.0.2.15","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"415","122.275415566","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=19494 Win=31240 Len=0"
"416","122.276233992","142.250.196.170","10.0.2.15","TLSv1.3","1466","Application Data"
"417","122.276234566","142.250.196.170","10.0.2.15","TLSv1.3","1466","Application Data"
"418","122.276281723","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=22318 Win=31240 Len=0"
"419","122.277525602","142.250.196.170","10.0.2.15","TLSv1.3","2878","Application Data, Application Data"
"420","122.277552498","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=25142 Win=31240 Len=0"
"421","122.277772119","142.250.196.170","10.0.2.15","TLSv1.3","1466","Application Data"
"422","122.279848433","142.250.196.170","10.0.2.15","TLSv1.3","4290","Application Data, Application Data, Application Data"
"423","122.279884476","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=30790 Win=31240 Len=0"
